year,end,id,role,district,school,etlp_learningtargets,etlp_studentsassess,etlp_studentsidentify,etlp_feedbacktotargets,etlp_studenttostudentfeedback,etlp_studentsstatecriteria,etlp_instructionstatestandards,cfa_usecfa,cfa_allincfa,etlp_cfa_studentreviewscfa,cfa_cfausedtoplan,memberofteam,dbdm_teamreviewsdata,dbdm_teampositive,dbdm_effectiveteamingpractices,dbdm_datadeterminepractices,dbdm_visualrepresetations,lead_leadersmanage,lead_teachertoteacherfeedback,lead_leadercommitted,lead_leaderactive,pd_pdinstruuction,pd_coachinginstruction,pd_pdmonitor,pd_teacherfeedbackinstruction
Baseline,2017-11-01 11:33,R_74ywpLrw2p9Fo9r,Classroom Teacher,MERAMEC VALLEY R-III,Pacific High School,2,5,2,5,5,1,4,5,5,4,4,1,2,5,5,5,5,5,5,5,5,5,5,5,3
Baseline,2017-11-01 11:34,R_2f3sBoZskTXr6KY,Classroom Teacher,MERAMEC VALLEY R-III,Pacific High School,2,3,2,4,2,4,4,5,4,2,4,1,3,4,4,3,2,4,4,4,4,2,4,4,4
Baseline,2017-11-01 11:34,R_tG1yyjeVkoaZe7L,Classroom Teacher,MERAMEC VALLEY R-III,Pacific High School,2,2,2,3,2,2,2,5,4,2,2,1,3,4,2,3,1,4,2,3,3,1,2,2,2
Baseline,2017-11-01 11:35,R_1Lb2K8L6li0S3Ey,Classroom Teacher,MERAMEC VALLEY R-III,Pacific High School,3,3,3,3,4,4,4,5,4,4,4,0,,,,4,4,4,4,5,5,4,4,5,4
Baseline,2017-11-01 11:35,R_24BodeCJNLyBJ3G,Classroom Teacher,MERAMEC VALLEY R-III,Pacific High School,2,4,4,5,2,4,5,5,5,3,5,1,4,5,5,5,5,4,3,5,5,5,4,4,2
Baseline,2017-11-01 11:35,R_BPKc1cDKx32q7Bf,Classroom Teacher,MERAMEC VALLEY R-III,Pacific High School,4,4,3,4,2,3,3,5,5,3,4,1,4,4,4,4,2,4,3,4,3,3,4,4,4
Baseline,2017-11-01 11:37,R_2ymcRjmiHxFUhj1,Building Administrator,MERAMEC VALLEY R-III,Pacific High School,,,,,,,,,,,,1,4,4,4,3,3,,,,,,,,
Baseline,2017-11-01 11:38,R_12lla0mGbBZKWXO,Classroom Teacher,MERAMEC VALLEY R-III,Pacific High School,5,5,4,4,4,2,5,5,5,5,5,1,5,5,2,5,1,3,5,4,4,5,5,5,2
Baseline,2017-11-01 11:38,R_1qWY3rJW70WutX0,Classroom Teacher,MERAMEC VALLEY R-III,Pacific High School,4,5,4,4,3,4,4,5,5,4,3,1,2,1,4,5,4,5,5,5,5,5,5,5,4
Baseline,2017-11-01 11:38,R_3R7UxewFrLUDQD2,School Counselor,MERAMEC VALLEY R-III,Pacific High School,,,,,,,,,,,,1,4,5,5,4,2,4,4,4,4,4,4,4,4
Baseline,2017-11-01 11:39,R_bCzbLR5Em1P7m2B,Special Educator,MERAMEC VALLEY R-III,Pacific High School,3,4,3,4,2,4,4,5,5,2,5,1,1,2,3,5,5,5,5,5,5,4,3,3,3
Baseline,2017-11-01 11:40,R_3e4dKoJvDYiwpA1,Classroom Teacher,MERAMEC VALLEY R-III,Pacific High School,4,5,4,5,4,3,,5,5,5,5,1,5,5,5,5,4,5,5,5,5,5,5,5,5
Baseline,2017-11-01 11:40,R_3j9vCSLcQhI6UgU,Classroom Teacher,MERAMEC VALLEY R-III,Pacific High School,4,4,3,5,3,4,4,4,5,4,5,1,5,4,4,4,4,4,3,4,4,4,3,4,3
Baseline,2017-11-01 11:42,R_2tKfpowWEkInTZ4,Classroom Teacher,MERAMEC VALLEY R-III,Pacific High School,3,4,4,5,3,4,1,5,5,2,5,1,2,3,1,5,2,5,3,4,3,5,3,4,1
Baseline,2017-11-01 11:43,R_1rkzwzMdYv3oBOb,Classroom Teacher,MERAMEC VALLEY R-III,Pacific High School,2,4,3,2,2,2,5,5,5,2,4,1,2,4,4,4,4,5,3,5,5,3,3,3,4
Baseline,2017-11-01 11:44,R_2cB2HGc9PeU5ExQ,Classroom Teacher,MERAMEC VALLEY R-III,Pacific High School,2,4,2,4,3,2,5,5,5,4,4,0,,,,5,5,5,4,4,4,3,4,4,2
Baseline,2017-11-01 11:44,R_3noOuu6B7Ro1unS,Classroom Teacher,MERAMEC VALLEY R-III,Pacific High School,3,4,3,4,3,4,4,4,5,3,4,1,3,4,4,4,4,4,3,3,4,3,3,4,3
Baseline,2017-11-01 11:45,R_3JxRGzuqeWt9Bsa,Classroom Teacher,MERAMEC VALLEY R-III,Pacific High School,3,4,3,5,5,3,3,4,4,2,4,1,4,5,5,5,4,4,5,4,3,2,3,2,4
Baseline,2017-11-01 11:45,R_5in8W4IF5FcC5JD,Classroom Teacher,MERAMEC VALLEY R-III,Pacific High School,3,2,5,5,3,4,4,5,5,2,4,1,3,3,2,2,3,4,3,4,3,3,2,4,5
Baseline,2017-11-01 11:45,R_8ArwRi6tRiiGuiJ,Classroom Teacher,MERAMEC VALLEY R-III,Pacific High School,1,2,3,5,2,3,5,5,5,1,5,1,4,4,4,2,4,4,1,3,3,4,1,4,1
Baseline,2017-11-01 11:47,R_248ZvLr1QZ314eC,Classroom Teacher,MERAMEC VALLEY R-III,Pacific High School,2,4,3,4,4,3,3,5,5,4,5,1,5,5,5,4,4,4,4,4,4,4,2,3,2
Baseline,2017-11-01 11:47,R_2q9RnWtjU09FEtI,Classroom Teacher,MERAMEC VALLEY R-III,Pacific High School,2,2,1,2,2,2,4,4,5,2,5,1,3,3,2,4,2,3,4,5,3,4,3,4,3
Baseline,2017-11-01 11:48,R_2Yao7hL1IdsfoI6,Special Educator,MERAMEC VALLEY R-III,Pacific High School,4,4,4,4,4,4,4,4,4,4,4,0,,,,4,4,4,4,4,4,4,4,4,4
Baseline,2017-11-01 11:49,R_1CxwjwguSyZmZsi,Classroom Teacher,MERAMEC VALLEY R-III,Pacific High School,2,3,2,3,1,2,4,5,5,2,4,1,3,4,5,4,2,5,5,5,5,5,3,4,4
Baseline,2017-11-01 11:49,R_1kIiGyQSbp7V3hE,School Counselor,MERAMEC VALLEY R-III,Pacific High School,,,,,,,,,,,,1,4,4,4,4,2,3,3,3,3,4,3,3,3
Baseline,2017-11-01 11:49,R_1OJp8C2WyPWFihm,Classroom Teacher,MERAMEC VALLEY R-III,Pacific High School,4,5,4,5,4,4,4,4,4,4,5,1,5,4,5,4,4,5,5,5,5,4,4,4,4
Baseline,2017-11-01 11:49,R_3fUmNf7iuZjz0e4,Special Educator,MERAMEC VALLEY R-III,Pacific High School,1,2,2,5,4,4,5,5,5,5,5,1,5,5,5,5,4,5,5,5,5,4,4,4,3
Baseline,2017-11-01 11:49,R_3p08UYhotaXc7Fe,Other,MERAMEC VALLEY R-III,Pacific High School,,,,5,3,,5,5,5,1,5,0,,,,4,,5,4,5,5,5,3,4,3
Baseline,2017-11-01 11:49,R_afJFq1qau4iac9z,Special Educator,MERAMEC VALLEY R-III,Pacific High School,2,2,2,4,4,1,4,5,4,4,4,0,,,,3,3,5,5,,,,3,3,3
Baseline,2017-11-01 11:49,R_SOFPwxcgEbBbhqF,Classroom Teacher,MERAMEC VALLEY R-III,Pacific High School,4,4,4,4,5,4,5,5,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5
Baseline,2017-11-01 11:50,R_1djjkogvUQrvju7,Classroom Teacher,MERAMEC VALLEY R-III,Pacific High School,4,2,5,4,1,2,2,5,5,4,5,1,2,2,4,5,5,2,2,2,3,4,1,1,1
Baseline,2017-11-01 11:50,R_1Fb8zhfPKEwk97G,Classroom Teacher,MERAMEC VALLEY R-III,Pacific High School,1,4,1,4,4,1,5,5,5,2,5,1,5,5,5,4,2,5,3,5,4,4,3,4,3
Baseline,2017-11-01 11:50,R_2dDZkvgf8pLCJZ0,Classroom Teacher,MERAMEC VALLEY R-III,Pacific High School,2,2,2,,2,1,4,4,5,2,2,1,2,2,2,2,2,4,4,4,4,4,4,4,4
Baseline,2017-11-01 11:50,R_31Y3EAkkCtTWvXi,Classroom Teacher,MERAMEC VALLEY R-III,Pacific High School,4,4,2,4,2,4,5,5,5,4,4,1,4,5,4,4,4,5,4,5,5,4,4,4,4
Baseline,2017-11-01 11:50,R_3FVelLDgvzSvH5F,Special Educator,MERAMEC VALLEY R-III,Pacific High School,3,3,3,4,4,4,4,4,4,4,4,0,,,,4,4,3,4,4,4,4,4,4,4
Baseline,2017-11-01 11:51,R_1CCmjRApJJolSq2,Classroom Teacher,MERAMEC VALLEY R-III,Pacific High School,1,2,1,4,3,3,,1,5,5,5,0,,,,5,2,4,4,4,4,4,3,4,4
Baseline,2017-11-01 11:51,R_Df4j0ZuXTPWAqzf,Classroom Teacher,MERAMEC VALLEY R-III,Pacific High School,1,2,4,4,2,2,1,5,5,1,4,1,1,5,2,4,4,5,3,5,4,4,1,1,4
Baseline,2017-11-01 11:52,R_2CQGpl7nr7q79hZ,Classroom Teacher,MERAMEC VALLEY R-III,Pacific High School,3,3,3,3,3,3,4,5,5,4,5,1,4,4,4,4,4,4,4,4,4,4,3,4,3
Baseline,2017-11-01 11:53,R_28YCyi2kC4h3zhx,Special Educator,MERAMEC VALLEY R-III,Pacific High School,2,4,1,4,2,1,5,5,5,4,5,1,4,4,4,4,4,4,4,5,5,4,5,5,3
Baseline,2017-11-01 11:53,R_w6tAwCzYYhUb3hv,Special Educator,MERAMEC VALLEY R-III,Pacific High School,2,3,3,4,4,4,4,5,5,3,5,1,1,3,4,4,4,4,4,4,4,3,3,3,4
Baseline,2017-11-01 11:54,R_2ZJJSqLtBpSBfDb,Classroom Teacher,MERAMEC VALLEY R-III,Pacific High School,4,5,5,5,5,3,5,5,5,2,3,1,4,4,5,5,4,5,5,5,5,5,5,4,4
Baseline,2017-11-01 11:55,R_1rJ666tocyunRKB,Classroom Teacher,MERAMEC VALLEY R-III,Pacific High School,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5
Baseline,2017-11-01 11:55,R_2dj3ADJCg34NACY,Classroom Teacher,MERAMEC VALLEY R-III,Pacific High School,4,5,4,5,4,4,5,5,5,3,5,1,4,4,5,4,4,4,4,5,4,4,4,4,4
Baseline,2017-11-01 11:55,R_2VEedZXVtjcT7yQ,Classroom Teacher,MERAMEC VALLEY R-III,Pacific High School,4,5,4,5,4,4,5,5,5,4,5,1,4,4,5,4,4,5,4,5,5,4,4,4,4
Baseline,2017-11-01 12:01,R_2whKpKwmXXJV9mB,Classroom Teacher,MERAMEC VALLEY R-III,Pacific High School,5,5,4,5,5,5,5,5,5,5,5,1,5,5,5,5,4,5,5,5,5,5,5,5,5
Baseline,2017-11-01 12:42,R_279bNjvhTMlz6xJ,School Counselor,FARMINGTON R-VII,Farmington Middle School,,,,,,,,,,,,0,,,,4,4,4,4,4,5,4,4,4,4
Baseline,2017-11-01 13:04,R_3Eu9UZEjs9GLeXs,Classroom Teacher,MERAMEC VALLEY R-III,Pacific High School,2,4,3,5,4,3,3,5,5,4,5,1,5,5,4,4,2,3,3,4,2,3,2,3,2
Baseline,2017-11-02 16:05,R_x5xgeCADYINGv0l,Building Administrator,FARMINGTON R-VII,Truman Learning Center,,,,,,,,,,,,1,4,5,4,4,5,,,,,,,,
Baseline,2017-11-07 9:49,R_1hxUNf9ytUiE1pC,Classroom Teacher,FARMINGTON R-VII,Farmington Middle School,3,4,5,5,4,3,5,5,5,3,5,1,5,4,4,3,4,5,3,5,4,3,3,5,2
Baseline,2017-11-08 14:00,R_1jTGuiMB2Q38QCl,Special Educator,FARMINGTON R-VII,Farmington High School,4,4,4,4,4,4,5,5,5,5,5,0,,,,5,5,5,5,5,5,5,5,5,5
Baseline,2017-11-08 14:01,R_1q32hvMTPkqTrZi,School Counselor,FARMINGTON R-VII,Farmington High School,,,,,,,,,,,,1,4,3,4,3,3,3,4,4,4,4,3,3,3
Baseline,2017-11-08 14:01,R_XBbuIJQYbuWmmRP,Classroom Teacher,FARMINGTON R-VII,Farmington High School,2,2,3,4,4,4,4,5,5,5,5,1,5,5,5,4,4,4,4,5,5,4,4,4,2
Baseline,2017-11-08 14:02,R_1cYOEe0tsdb7mGF,School Counselor,FARMINGTON R-VII,Farmington High School,,,,,,,,,,,,1,4,3,3,3,2,3,4,4,3,4,4,3,4
Baseline,2017-11-08 14:02,R_3GcQ6mrXCai4aIH,Classroom Teacher,FARMINGTON R-VII,Farmington High School,4,5,5,4,4,4,4,1,1,4,1,1,3,4,5,4,4,4,4,4,4,4,4,4,3
Baseline,2017-11-08 14:02,R_3oR7dAYEOZCLFgA,Classroom Teacher,FARMINGTON R-VII,Farmington High School,5,4,3,4,3,2,2,4,5,3,5,0,,,,4,5,5,5,4,5,5,4,5,5
Baseline,2017-11-08 14:02,R_qxbAprTvtH0G6lj,Special Educator,FARMINGTON R-VII,Farmington High School,5,4,3,4,3,4,5,5,5,2,5,1,5,5,5,4,2,5,5,5,5,5,5,5,5
Baseline,2017-11-08 14:03,R_11bH0xhGL0sTTUr,Classroom Teacher,FARMINGTON R-VII,Farmington High School,4,4,4,4,3,3,4,5,5,2,5,0,,,,4,4,5,5,5,5,3,4,4,4
Baseline,2017-11-08 14:03,R_1I4KAbLZrvH4NJV,Classroom Teacher,FARMINGTON R-VII,Farmington High School,5,5,4,5,5,4,5,5,5,5,5,1,4,4,5,5,5,4,4,4,4,4,4,4,4
Baseline,2017-11-08 14:03,R_1P1ag2rx9QuT9rg,Classroom Teacher,FARMINGTON R-VII,Farmington High School,1,2,2,2,2,1,5,2,2,1,2,1,5,5,5,4,4,5,5,5,5,5,4,5,3
Baseline,2017-11-08 14:03,R_2BmQYxo7nkoHCf4,Classroom Teacher,FARMINGTON R-VII,Farmington High School,1,2,3,4,1,1,5,4,4,3,3,1,5,5,5,5,4,4,4,5,5,4,4,5,2
Baseline,2017-11-08 14:03,R_2e2tvgAche4BR5p,Classroom Teacher,FARMINGTON R-VII,Farmington High School,1,1,1,2,2,2,1,2,2,2,2,0,,,,1,1,2,1,3,2,2,2,2,1
Baseline,2017-11-08 14:03,R_2fuQONH2sayKI3i,Other,FARMINGTON R-VII,Farmington High School,2,4,4,5,4,4,5,5,5,5,5,1,5,5,5,5,5,5,4,5,5,3,3,5,3
Baseline,2017-11-08 14:03,R_2Ymkd1s5rpNwFK5,Classroom Teacher,FARMINGTON R-VII,Farmington High School,4,4,3,5,2,2,4,5,5,4,5,1,4,5,4,4,4,4,3,4,4,5,4,4,3
Baseline,2017-11-08 14:03,R_3z9ncaYkmRmhsWt,Classroom Teacher,FARMINGTON R-VII,Farmington High School,1,1,1,4,2,3,4,5,5,5,5,1,5,5,5,3,2,5,3,5,4,4,4,4,2
Baseline,2017-11-08 14:04,R_1gTIKdA41u9kxv3,Classroom Teacher,FARMINGTON R-VII,Farmington High School,4,4,4,5,5,4,4,5,3,2,4,1,4,4,5,4,4,4,4,4,4,4,4,4,3
Baseline,2017-11-08 14:04,R_3nklbCwLwHS2bDE,Classroom Teacher,FARMINGTON R-VII,Farmington High School,2,2,4,5,1,2,5,5,5,1,4,1,5,5,5,5,5,4,5,4,3,3,4,4,2
Baseline,2017-11-08 14:05,R_1dmnSvrqQYa3XHr,Special Educator,FARMINGTON R-VII,Farmington High School,1,2,2,4,2,2,5,5,5,5,5,1,5,5,5,5,5,5,4,5,5,4,5,5,4
Baseline,2017-11-08 14:05,R_1JONl4XwNwJkXWx,Classroom Teacher,FARMINGTON R-VII,Farmington High School,5,4,4,4,3,4,5,5,5,4,5,1,4,4,5,4,4,4,4,4,3,4,3,3,4
Baseline,2017-11-08 14:05,R_2RWGugZwcyfXkmK,Classroom Teacher,FARMINGTON R-VII,Farmington High School,2,2,2,5,4,4,2,2,1,,3,0,,,,3,4,4,5,5,5,5,4,5,5
Baseline,2017-11-08 14:05,R_3R8CyE2hXPYTf3m,Building Administrator,FARMINGTON R-VII,Farmington High School,,,,,,,,,,,,1,4,3,4,3,3,,,,,,,,
Baseline,2017-11-08 14:06,R_6AnObg6RbOjlpi9,Classroom Teacher,FARMINGTON R-VII,Farmington High School,2,4,4,5,3,3,4,5,5,4,5,1,4,4,4,4,4,4,5,4,4,4,4,4,3
Baseline,2017-11-08 14:07,R_1hXuKVCTGOBbTXv,Other,FARMINGTON R-VII,Farmington High School,2,4,3,2,4,3,4,4,4,4,4,0,,,,4,4,4,4,4,4,,4,4,4
Baseline,2017-11-08 14:08,R_3QDbYJUg9RjoiaM,Special Educator,FARMINGTON R-VII,Farmington High School,2,1,2,2,2,1,5,4,5,2,5,0,,,,4,4,4,4,4,4,4,4,4,4
Baseline,2017-11-08 14:09,R_30dcGf8FXBYoAE4,Classroom Teacher,FARMINGTON R-VII,Farmington High School,4,4,4,3,4,3,3,5,4,4,4,1,3,4,4,4,4,4,4,4,2,4,2,4,4
Baseline,2017-11-08 14:10,R_3HjJbwGUnaATjYx,Special Educator,FARMINGTON R-VII,Farmington High School,1,2,1,1,1,1,1,1,1,1,1,0,,,,1,1,1,1,1,1,1,1,1,1
Baseline,2017-11-08 14:11,R_237hE3uIseKk7FV,Classroom Teacher,FARMINGTON R-VII,Farmington High School,2,4,1,4,5,5,5,5,5,5,5,1,5,5,5,4,4,5,5,5,5,2,4,2,2
Baseline,2017-11-08 14:11,R_3kFDdWN2JJheKyt,Classroom Teacher,FARMINGTON R-VII,Farmington High School,1,4,4,5,2,3,1,1,1,1,1,1,2,5,5,2,2,2,2,4,1,1,1,3,1
Baseline,2017-11-08 14:12,R_2QFNrQPFxv8JlGW,Classroom Teacher,FARMINGTON R-VII,Farmington High School,4,3,3,5,2,5,5,5,5,4,2,1,5,5,5,5,5,5,4,5,5,2,1,4,1
Baseline,2017-11-08 14:19,R_2Sk3YawvayzlK79,School Counselor,FARMINGTON R-VII,Farmington High School,,,,,,,,,,,,0,,,,4,4,4,4,4,5,4,4,4,4
Baseline,2017-11-08 14:20,R_1lc3gAXAiFnDoRC,Classroom Teacher,FARMINGTON R-VII,Farmington High School,5,5,2,5,1,1,5,5,5,4,5,1,2,5,5,4,2,5,5,5,5,4,3,4,3
Baseline,2017-11-08 14:20,R_eV4NbOofILrj7ah,Classroom Teacher,FARMINGTON R-VII,Farmington High School,5,4,4,5,2,4,5,5,5,5,5,1,4,4,4,4,4,4,4,4,5,3,2,5,3
Baseline,2017-11-08 14:25,R_3hmUwEZnqbIECy0,Classroom Teacher,FARMINGTON R-VII,Farmington High School,1,4,4,4,4,4,4,3,3,3,3,1,5,3,3,4,4,4,4,4,3,4,3,3,2
Baseline,2017-11-08 14:28,R_3iPhzwmnCexMk6e,Special Educator,FARMINGTON R-VII,Farmington High School,4,4,4,4,5,4,4,4,5,5,5,1,5,4,4,4,4,5,5,5,5,5,5,5,5
Baseline,2017-11-08 14:33,R_3MrMxk3cDrBfYnG,Classroom Teacher,FARMINGTON R-VII,Farmington High School,4,2,2,4,1,1,2,5,5,4,5,1,4,3,4,4,4,4,3,4,4,4,2,4,1
Baseline,2017-11-08 14:40,R_3lQdmQyUHKN0jO1,Classroom Teacher,FARMINGTON R-VII,Farmington High School,3,5,4,5,4,2,5,4,5,5,5,0,,,,5,5,5,5,5,5,4,4,4,2
Baseline,2017-11-08 14:41,R_1n6GPPwhCV7xo4r,Classroom Teacher,FARMINGTON R-VII,Farmington High School,2,5,3,4,3,3,5,5,5,4,3,1,4,4,4,3,3,3,3,3,3,3,3,3,3
Baseline,2017-11-08 14:48,R_BueHvPBL9cMWFOx,Special Educator,FARMINGTON R-VII,Farmington High School,5,5,5,4,4,4,5,5,5,5,5,1,5,5,5,5,5,5,4,5,5,5,4,5,4
Baseline,2017-11-08 14:49,R_2vdJRg5FrIYyYVp,Classroom Teacher,FARMINGTON R-VII,Farmington High School,2,2,2,4,2,2,5,5,5,3,4,1,5,5,5,4,4,4,4,4,5,4,4,4,4
Baseline,2017-11-08 15:51,R_2ZCWdVCSg8MibOj,Classroom Teacher,FARMINGTON R-VII,Farmington High School,1,3,1,3,3,1,1,4,5,2,3,1,1,5,5,1,1,2,2,2,2,3,1,2,1
Baseline,2017-11-08 15:58,R_2TpdY3nP5jaO9b9,Classroom Teacher,FARMINGTON R-VII,Farmington High School,2,4,3,5,2,2,5,4,5,5,5,0,,,,5,4,5,5,5,5,5,5,4,4
Baseline,2017-11-08 15:58,R_3HjoH4UshlG5JR8,Classroom Teacher,FARMINGTON R-VII,Farmington High School,4,4,5,4,4,4,5,4,5,5,5,0,,,,5,5,4,4,4,4,4,4,4,4
Baseline,2017-11-08 17:52,R_W8L9l6Iu8HLRdWF,Other,FARMINGTON R-VII,Farmington High School,2,4,2,4,2,2,4,4,4,4,4,0,,,,4,4,5,3,4,4,5,2,4,2
Baseline,2017-11-08 18:02,R_1E6ZWxS9MOKFaGz,Classroom Teacher,FARMINGTON R-VII,Farmington High School,5,5,2,5,3,4,5,5,5,5,5,0,,,,4,4,5,5,5,5,5,5,5,5
Baseline,2017-11-08 18:14,R_dcHDaaLiBkKBhrb,Classroom Teacher,FARMINGTON R-VII,Farmington High School,2,3,1,4,2,3,2,2,2,2,4,0,,,,3,4,4,5,4,4,4,3,4,3
Baseline,2017-11-08 18:37,R_2Xp5HwLI6i2g9DI,Classroom Teacher,FARMINGTON R-VII,Farmington High School,5,4,5,5,5,5,5,5,5,5,5,0,,,,5,5,5,4,5,5,5,4,5,2
Baseline,2017-11-08 18:47,R_1hXtiFk7F7Sqm9f,Special Educator,FARMINGTON R-VII,Farmington High School,2,4,3,5,4,4,5,4,5,4,4,1,4,4,4,5,5,5,5,5,4,5,4,4,2
Baseline,2017-11-08 19:05,R_1PdaaXeL9daYwnY,Classroom Teacher,FARMINGTON R-VII,Farmington High School,4,5,4,5,4,4,5,5,5,4,5,1,4,4,5,5,5,4,5,4,4,5,4,5,3
Baseline,2017-11-08 19:17,R_1poeGLbdpC7paFl,Classroom Teacher,FARMINGTON R-VII,Farmington Middle School,3,4,4,4,4,3,4,4,4,4,4,0,,,,3,3,3,3,3,4,4,4,4,3
Baseline,2017-11-09 5:18,R_1jkrF5DB0LRe0xb,Classroom Teacher,FARMINGTON R-VII,Farmington High School,4,4,4,5,4,4,4,5,5,4,4,1,5,5,5,4,5,5,4,5,4,5,5,5,4
Baseline,2017-11-09 6:28,R_bO6M0q2koj8Eipr,Classroom Teacher,FARMINGTON R-VII,Farmington High School,1,4,4,3,2,4,5,5,5,2,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5
Baseline,2017-11-09 6:41,R_2WMRKoFreMZbXmb,Classroom Teacher,FARMINGTON R-VII,Farmington High School,3,4,4,4,4,4,4,4,4,4,4,1,,,,,,4,3,4,4,4,4,4,4
Baseline,2017-11-09 6:46,R_2XmNJCcsf41OmQQ,Special Educator,FARMINGTON R-VII,Farmington High School,2,3,4,,2,4,4,5,5,5,5,1,4,4,5,4,5,4,2,4,4,4,3,4,2
Baseline,2017-11-09 6:53,R_1FFWVWlLRZUng0e,Special Educator,FARMINGTON R-VII,Farmington High School,4,4,3,5,2,4,5,5,5,5,5,1,5,4,5,4,4,5,4,5,5,4,3,4,2
Baseline,2017-11-09 6:56,R_3MPXAt8cbt4INyK,Classroom Teacher,FARMINGTON R-VII,Farmington High School,3,5,2,4,2,4,5,5,5,4,5,1,2,2,2,4,3,4,4,4,5,3,3,4,2
Baseline,2017-11-09 6:58,R_2cdxika6TmlEwox,Classroom Teacher,FARMINGTON R-VII,Farmington High School,4,3,3,4,4,2,3,3,4,3,4,0,,,,4,3,4,4,4,4,4,4,3,4
Baseline,2017-11-09 7:05,R_b8fC8sAW6eSGvsZ,Classroom Teacher,FARMINGTON R-VII,Farmington High School,4,4,3,5,4,4,5,5,5,5,5,1,4,5,5,5,4,4,4,4,4,5,4,4,4
Baseline,2017-11-09 7:08,R_2zbzPw6LH0qXtsZ,Classroom Teacher,FARMINGTON R-VII,Farmington High School,2,2,3,4,2,4,5,4,5,4,4,1,5,5,5,5,5,3,3,4,3,4,4,4,3
Baseline,2017-11-09 7:12,R_3dRPBwWncnWt6hA,Classroom Teacher,FARMINGTON R-VII,Farmington High School,2,3,4,4,4,3,4,4,4,2,3,0,,,,4,4,5,5,4,5,4,2,4,2
Baseline,2017-11-09 7:13,R_3Iad1db7ttp2Uhc,Classroom Teacher,FARMINGTON R-VII,Farmington High School,3,4,2,5,3,4,4,5,5,4,4,0,,,,4,4,4,5,4,4,4,3,4,4
Baseline,2017-11-09 7:21,R_2AFh2o3qGAq5Cp8,Classroom Teacher,FARMINGTON R-VII,Farmington High School,1,2,3,5,3,2,5,5,5,5,5,1,3,4,4,3,3,4,2,4,2,3,3,2,2
Baseline,2017-11-09 7:40,R_eX2JwtVYqrqhbVv,Classroom Teacher,FARMINGTON R-VII,Farmington High School,2,2,4,4,2,2,5,4,5,5,2,1,3,3,4,4,4,3,4,3,4,3,3,4,3
Baseline,2017-11-09 7:55,R_3KZzKRgCXnddMaS,Other,FARMINGTON R-VII,Farmington High School,4,4,4,4,3,4,5,4,4,4,5,1,5,4,4,4,4,4,4,5,4,4,4,4,4
Baseline,2017-11-09 8:05,R_3e8qQ0VCWG299Sw,Classroom Teacher,FARMINGTON R-VII,Farmington High School,4,5,4,4,4,4,3,5,5,3,4,1,5,5,5,4,4,4,4,4,3,3,4,3,2
Baseline,2017-11-09 8:26,R_3NUl71iw8eef4uG,Classroom Teacher,FARMINGTON R-VII,Farmington High School,2,4,2,4,4,2,5,5,5,4,5,1,5,4,5,4,1,3,4,4,3,5,4,4,2
Baseline,2017-11-09 8:46,R_e5U1epcHDRX3MXf,Classroom Teacher,FARMINGTON R-VII,Farmington High School,4,2,2,4,2,2,5,4,5,5,5,1,3,4,4,4,4,3,4,4,3,4,3,4,2
Baseline,2017-11-09 10:11,R_27x8ddZYxNyDXPH,Classroom Teacher,FARMINGTON R-VII,Farmington High School,2,2,2,2,2,2,2,2,2,2,2,0,,,,,,2,3,3,2,3,2,3,3
Baseline,2017-11-09 13:58,R_1B3Tj2fniIyzoGZ,Classroom Teacher,FARMINGTON R-VII,Farmington High School,2,5,4,5,2,4,1,5,5,4,5,1,3,5,5,3,3,3,3,3,4,3,3,3,3
Baseline,2017-11-09 14:03,R_3nrujrKVUfDuT0G,Classroom Teacher,FARMINGTON R-VII,Farmington High School,2,5,4,5,5,3,5,5,5,5,5,1,5,4,4,4,5,2,4,2,4,2,2,4,3
Baseline,2017-11-09 15:35,R_qDiXuPL3dAeOt1f,Classroom Teacher,FARMINGTON R-VII,Farmington High School,5,4,3,3,2,1,4,5,5,4,5,1,4,4,5,4,4,5,4,3,3,3,4,4,1
Baseline,2017-11-11 7:48,R_PA2nP9LbPChaUhj,Classroom Teacher,FARMINGTON R-VII,Farmington High School,1,5,2,5,2,2,5,2,2,5,5,1,2,2,5,2,1,3,4,4,5,4,3,1,2
Baseline,2017-11-15 21:04,R_24CabMUvVrIMPbg,Building Administrator,FARMINGTON R-VII,Washington-Franklin Elementary,,,,,,,,,,,,1,2,3,4,3,3,,,,,,,,
Baseline,2017-11-27 8:31,R_3CPpFPRoGXsqqAM,Building Administrator,PATTONVILLE R-III,Robert Drummond Elementary,,,,,,,,,,,,0,,,,5,4,,,,,,,,
Baseline,2017-11-27 10:33,R_1f7R5jvjdgDu3Nt,Classroom Teacher,PATTONVILLE R-III,Robert Drummond Elementary,4,5,5,5,2,2,5,5,5,5,5,1,5,5,2,4,5,5,5,5,5,5,5,5,4
Baseline,2017-11-27 11:36,R_1n25Do4ajEm1jor,Classroom Teacher,PATTONVILLE R-III,Robert Drummond Elementary,1,4,3,4,2,2,5,5,5,5,5,1,4,5,1,4,5,5,5,5,4,5,4,3,1
